,District_ID,District,Neighborhood,Latitude,Longitude
76,7,Horta-Guinardó,El Baix Guinardó,41.41021500000001,2.168793000000016
77,7,Horta-Guinardó,El Guinardó,41.421260000000075,2.1738900000000285
78,7,Horta-Guinardó,Can Baró,41.41665000000006,2.1625300000000607
79,7,Horta-Guinardó,El Carmel,41.42352000000005,2.151740000000075
80,7,Horta-Guinardó,la Font d'en Fargues,41.42548000000005,2.1664100000000417
81,7,Horta-Guinardó,Horta,41.43820000000005,2.157950000000028
82,7,Horta-Guinardó,la Clota,41.42912000000007,2.152680000000032
83,7,Horta-Guinardó,Montbau,41.432510000000036,2.1423000000000343
84,7,Horta-Guinardó,Sant Genís dels Agudells,41.42802000000006,2.13348000000002
85,7,Horta-Guinardó,la Teixonera,41.42307000000005,2.1448200000000384
86,7,Horta-Guinardó,La Vall d'Hebron,41.43200000000007,2.14748000000003
87,8,Nou Barris,Can Peguera,41.43508000000003,2.166530000000023
88,8,Nou Barris,Canyelles,41.438998244,2.167332664
89,8,Nou Barris,Ciutat Meridiana,41.46038000000004,2.1772300000000655
90,8,Nou Barris,La Guineueta,41.43859000000003,2.16829000000007
91,8,Nou Barris,Porta,41.43480000000005,2.1767600000000584
92,8,Nou Barris,La Prosperitat,41.44353000000007,2.1816400000000726
93,8,Nou Barris,les Roquetes,41.44787000000008,2.175070000000062
94,8,Nou Barris,la Trinitat Nova,41.45112000000006,2.185320000000047
95,8,Nou Barris,El Turó de la Peira,41.432150000000036,2.1690300000000207
96,8,Nou Barris,Vallbona,41.46342000000004,2.1831300000000624
97,8,Nou Barris,Verdum,41.442810000000065,2.1753100000000245
98,8,Nou Barris,Vilapicina i la Torre Llobeta,41.430030000000045,2.1693800000000465
99,9,Sant Andreu,Baró de Viver,41.44804000000005,2.19963000000007
100,9,Sant Andreu,Bon Pastor,41.436360000000036,2.2032500000000255
101,9,Sant Andreu,El Congrés i els Indians,41.42492000000004,2.181470000000047
102,9,Sant Andreu,Navas,41.90003000000007,1.8783800000000497
103,9,Sant Andreu,Sant Andreu de Palomar,41.437650000000076,2.1896200000000476
104,9,Sant Andreu,La Sagrera i Trinitat Vella,41.450870000000066,2.1912900000000377
105,10,Sant Martí,El Besòs i el Maresme,41.416660000000036,2.21392000000003
106,10,Sant Martí,el Clot,41.40912000000003,2.1920800000000327
107,10,Sant Martí,El Camp de l'Arpa del Clot,41.41068000000007,2.1806300000000647
108,10,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.402380047752295,2.2085899961049
109,10,Sant Martí,el Parc i la Llacuna del Poblenou,41.402360000000044,2.190330000000074
110,10,Sant Martí,Poblenou,41.401831726,2.20166586
111,10,Sant Martí,Provençals del Poblenou,41.41189000000003,2.2045100000000275
112,10,Sant Martí,Sant Martí de Provençals,41.417590000000075,2.1997800000000325
113,10,Sant Martí,La Verneda i la Pau,41.42332000000005,2.2051300000000538
114,10,Sant Martí,la Vila Olímpica del Poblenou,41.39125000000007,2.1916400000000635
